Token	Language	Anglicism
.	PUNCT	no
Para	Spn	no
éste	Spn	no
armó	Spn	no
un	Spn	no
corte	Spn	no
de	Spn	no
Malbec	Spn	no
,	PUNCT	no
Merlot	Spn	no
y	Spn	no
Cabernet	Spn	no
Sauvignon	Spn	no
.	PUNCT	no
Se	Spn	no
vinificaron	Spn	no
separados	Spn	no
y	Spn	no
luego	Spn	no
embotellados	Spn	no
sin	Spn	no
filtrar	Spn	no
.	PUNCT	no
Me	Spn	no
pareció	Spn	no
interesantísimo	Spn	no
.	PUNCT	no
Gustavo	Spn	no
Bertagna	Spn	no
y	Spn	no
Luis	Spn	no
Pirillo	Spn	no
junto	Spn	no
a	Spn	no
Alejandro	Spn	no
Maglione	Spn	no
Dominio	Spn	no
del	Spn	no
Plata	Spn	no
Ir	Spn	no
a	Spn	no
esta	Spn	no
bodega	Spn	no
y	Spn	no
no	Spn	no
ver	Spn	no
a	Spn	no
la	Spn	no
patrona	Spn	no
,	PUNCT	no
Susana	Spn	no
Balbo	Spn	no
,	PUNCT	no
es	Spn	no
una	Spn	no
rareza	Spn	no
.	PUNCT	no
Porque	Spn	no
por	Spn	no
momentos	Spn	no
uno	Spn	no
tiene	Spn	no
la	Spn	no
sensación	Spn	no
de	Spn	no
que	Spn	no
Susana	Spn	no
tiene	Spn	no
el	Spn	no
don	Spn	no
de	Spn	no
ubicuidad	Spn	no
.	PUNCT	no
Pero	Spn	no
esta	Spn	no
vez	Spn	no
estaba	Spn	no
su	Spn	no
hija	Spn	no
de	Spn	no
26	NUM	no
años	Spn	no
,	PUNCT	no
Ana	Spn	no
Lovaglio	Spn	no
Balbo	Spn	no
,	PUNCT	no
y	Spn	no
su	Spn	no
enólogo	Spn	no
,	PUNCT	no
el	Spn	no
también	Spn	no
joven	Spn	no
Gustavo	Spn	no
Bertagna	Spn	no
.	PUNCT	no
El	Spn	no
hermano	Spn	no
de	Spn	no
Ana	Spn	no
,	PUNCT	no
José	Spn	no
(	PUNCT	no
a	Spn	no
)	PUNCT	no
Jota	Spn	no
,	PUNCT	no
se	Spn	no
cruzó	Spn	no
rápidamente	Spn	no
sin	Spn	no
tiempo	Spn	no
ni	Spn	no
para	Spn	no
un	Spn	no
saludo	Spn	no
.	PUNCT	no
Se	Spn	no
sabe	Spn	no
que	Spn	no
los	Spn	no
comerciales	Spn	no
si	Spn	no
no	Spn	no
huelen	Spn	no
una	Spn	no
venta	Spn	no
,	PUNCT	no
disparan	Spn	no
.	PUNCT	no
La	Spn	no
bodega	Spn	no
está	Spn	no
por	Spn	no
ahí	Spn	no
,	PUNCT	no
en	Spn	no
el	Spn	no
barrio	Spn	no
de	Spn	no
Agrelo	Spn	no
,	PUNCT	no
donde	Spn	no
anduve	Spn	no
parando	Spn	no
,	PUNCT	no
sobre	Spn	no
la	Spn	no
calle	Spn	no
Colombres	Spn	no
.	PUNCT	no
Su	Spn	no
crecimiento	Spn	no
ha	Spn	no
sido	Spn	no
impresionante	Spn	no
y	Spn	no
el	Spn	no
lugar	Spn	no
es	Spn	no
realmente	Spn	no
impactante	Spn	no
.	PUNCT	no
Los	Spn	no
'	PUNCT	no
chicos	Spn	no
'	PUNCT	no
iniciaron	Spn	no
la	Spn	no
degustación	Spn	no
con	Spn	no
un	Spn	no
Críos	Spn	no
Torrontés	Spn	no
2012	NUM	no
,	PUNCT	no
que	Spn	no
aúna	Spn	no
los	Spn	no
terruños	Spn	no
de	Spn	no
Cafayate	Spn	no
con	Spn	no
los	Spn	no
de	Spn	no
Altamira	Spn	no
en	Spn	no
Mendoza	Spn	no
.	PUNCT	no
Bien	Spn	no
en	Spn	no
la	Spn	no
nueva	Spn	no
línea	Spn	no
no	Spn	no
agresiva	Spn	no
del	Spn	no
torrontés	Spn	no
y	Spn	no
muy	Spn	no
agradable	Spn	no
en	Spn	no
boca	Spn	no
.	PUNCT	no
Seguimos	Spn	no
con	Spn	no
el	Spn	no
Críos	Spn	no
Malbec	Spn	no
Rosado	Spn	no
,	PUNCT	no
otra	Spn	no
propuesta	Spn	no
fresca	Spn	no
,	PUNCT	no
muy	Spn	no
a	Spn	no
tono	Spn	no
con	Spn	no
la	Spn	no
demanda	Spn	no
del	Spn	no
mercado	Spn	no
por	Spn	no
este	Spn	no
tipo	Spn	no
de	Spn	no
vinos	Spn	no
y	Spn	no
pensados	Spn	no
para	Spn	no
ser	Spn	no
consumidos	Spn	no
por	Spn	no
un	Spn	no
público	Spn	no
joven	Spn	no
.	PUNCT	no
El	Spn	no
Susana	Spn	no
Balbo	Spn	no
Signature	Eng-NE	no
es	Spn	no
un	Spn	no
vino	Spn	no
homenaje	Spn	no
al	Spn	no
enólogo	Spn	no
.	PUNCT	no
Un	Spn	no
corte	Spn	no
de	Spn	no
Cabernet	Spn	no
Sauvignon	Spn	no
y	Spn	no
Franc	Spn	no
,	PUNCT	no
se	Spn	no
presenta	Spn	no
especiado	Spn	no
en	Spn	no
boca	Spn	no
y	Spn	no
con	Spn	no
las	Spn	no
necesarias	Spn	no
notas	Spn	no
de	Spn	no
madera	Spn	no
,	PUNCT	no
sin	Spn	no
exagerar	Spn	no
.	PUNCT	no
Siguiendo	Spn	no
con	Spn	no
los	Spn	no
vinos	Spn	no
tocayos	Spn	no
de	Spn	no
la	Spn	no
patrona	Spn	no
,	PUNCT	no
probamos	Spn	no
el	Spn	no
Susana	Spn	no
Balbo	Spn	no
Brioso	Spn	no
2007	NUM	no
(	PUNCT	no
'	PUNCT	no
como	Spn	no
mamá	Spn	no
'	PUNCT	no
,	PUNCT	no
acota	Spn	no
Ana	Spn	no
)	PUNCT	no
,	PUNCT	no
un	Spn	no
vino	Spn	no
old	Eng-UnadaptedAng	yes
fashion	Eng-UnadaptedAng	yes
,	PUNCT	no
de	Spn	no
estilo	Spn	no
bordelés	Spn	no
,	PUNCT	no
con	Spn	no
una	Spn	no
gran	Spn	no
presencia	Spn	no
de	Spn	no
fruta	Spn	no
madura	Spn	no
y	Spn	no
el	Spn	no
paso	Spn	no
evidente	Spn	no
por	Spn	no
barrica	Spn	no
francesa	Spn	no
de	Spn	no
primer	Spn	no
uso	Spn	no
.	PUNCT	no
La	Spn	no
estrella	Spn	no
es	Spn	no
el	Spn	no
Nosotros	Spn	no
2008	NUM	no
,	PUNCT	no
el	Spn	no
ícono	Spn	no
y	Spn	no
que	Spn	no
expresa	Spn	no
todas	Spn	no
sus	Spn	no
virtudes	Spn	no
de	Spn	no
los	Spn	no
que	Spn	no
trabajan	Spn	no
en	Spn	no
la	Spn	no
bodega	Spn	no
.	PUNCT	no
Al	Spn	no
final	Spn	no
,	PUNCT	no
Ana	Spn	no
tenía	Spn	no
una	Spn	no
sorpresa	Spn	no
preparada	Spn	no
:	PUNCT	no
me	Spn	no
mostró	Spn	no
casi	Spn	no
en	Spn	no
exclusiva	Spn	no
el	Spn	no
salón	Spn	no
donde	Spn	no
días	Spn	no
después	Spn	no
comenzaría	Spn	no
funcionar	Spn	no
el	Spn	no
restaurante	Spn	no
de	Spn	no
la	Spn	no
bodega	Spn	no
y	Spn	no
que	Spn	no
se	Spn	no
llama	Spn	no
Odisea	Spn	no
.	PUNCT	no
Está	Spn	no
puesto	Spn	no
con	Spn	no
todo	Spn	no
.	PUNCT	no
El	Spn	no
lugar	Spn	no
tiene	Spn	no
una	Spn	no
vista	Spn	no
espectacular	Spn	no
.	PUNCT	no
El	Spn	no
chef	Spn	no
elegido	Spn	no
es	Spn	no
José	Spn	no
Cacciavillani	Spn	no
.	PUNCT	no
Sin	Spn	no
duda	Spn	no
,	PUNCT	no
un	Spn	no
buen	Spn	no
complemento	Spn	no
para	Spn	no
la	Spn	no
bodega	Spn	no
.	PUNCT	no
No	Spn	no
vi	Spn	no
el	Spn	no
menú	Spn	no
,	PUNCT	no
pero	Spn	no
es	Spn	no
de	Spn	no
esperar	Spn	no
que	Spn	no
no	Spn	no
sea	Spn	no
demasiado	Spn	no
autorreferencial	Spn	no
.	PUNCT	no
porque	Spn	no
el	Spn	no
asunto	Spn	no
ya	Spn	no
empalaga	Spn	no
un	Spn	no
poco	Spn	no
.	PUNCT	no
Lo	Spn	no
que	Spn	no
promete	Spn	no
,	PUNCT	no
al	Spn	no
parecer	Spn	no
,	PUNCT	no
es	Spn	no
una	Spn	no
fuerte	Spn	no
impronta	Spn	no
de	Spn	no
productos	Spn	no
locales	Spn	no
.	PUNCT	no
Eduardo	Spn	no
Cassone	Spn	no
,	PUNCT	no
Alejandro	Spn	no
y	Spn	no
Federico	Spn	no
Cassone	Spn	no
Familia	Spn	no
Cassone	Spn	no
Para	Spn	no
hacer	Spn	no
honor	Spn	no
al	Spn	no
nombre	Spn	no
de	Spn	no
la	Spn	no
bodega	Spn	no
,	PUNCT	no
me	Spn	no
recibieron	Spn	no
Eduardo	Spn	no
padre	Spn	no
,	PUNCT	no
Eduardito	Spn	no
para	Spn	no
Manolo	Spn	no
Mas	Spn	no
;	PUNCT	no
Florencia	Spn	no
,	PUNCT	no
la	Spn	no
mamá	Spn	no
historiadora	Spn	no
;	PUNCT	no
Federico	Spn	no
-	PUNCT	no
el	Spn	no
hacedor	Spn	no
de	Spn	no
los	Spn	no
vinos	Spn	no
,	PUNCT	no
con	Spn	no
la	Spn	no
asistencia	Spn	no
de	Spn	no
Mauricio	Spn	no
Lorca	Spn	no
y	Spn	no
a	Spn	no
partir	Spn	no
de	Spn	no
ahora	Spn	no
de	Spn	no
Estela	Spn	no
Peleritti	Spn	no
-	PUNCT	no
,	PUNCT	no
Martín	Spn	no
,	PUNCT	no
comercializador	Spn	no
pero	Spn	no
a	Spn	no
la	Spn	no
vez	Spn	no
gran	Spn	no
abogado	Spn	no
,	PUNCT	no
y	Spn	no
la	Spn	no
otra	Spn	no
Florencia	Spn	no
,	PUNCT	no
la	Spn	no
nuera	Spn	no
,	PUNCT	no
casada	Spn	no
con	Spn	no
Martín	Spn	no
que	Spn	no
también	Spn	no
comercializa	Spn	no
.	PUNCT	no
¿	PUNCT	no
Vio	Spn	no
cuando	Spn	no
uno	Spn	no
desde	Spn	no
que	Spn	no
se	Spn	no
baja	Spn	no
del	Spn	no
automóvil	Spn	no
siente	Spn	no
que	Spn	no
está	Spn	no
en	Spn	no
su	Spn	no
casa	Spn	no
?	PUNCT	no
Es	Spn	no
lo	Spn	no
que	Spn	no
logra	Spn	no
la	Spn	no
familia	Spn	no
Cassone	Spn	no
.	PUNCT	no
Eduardito	Spn	no
,	PUNCT	no
a	Spn	no
su	Spn	no
vez	Spn	no
,	PUNCT	no
es	Spn	no
uno	Spn	no
de	Spn	no
los	Spn	no
mejores	Spn	no
,	PUNCT	no
si	Spn	no
no	Spn	no
el	Spn	no
mejor	Spn	no
,	PUNCT	no
cirujano	Spn	no
de	Spn	no
Mendoza	Spn	no
y	Spn	no
del	Spn	no
país	Spn	no
.	PUNCT	no
Federico	Spn	no
y	Spn	no
Martín	Spn	no
dirigieron	Spn	no
la	Spn	no
cata	Spn	no
,	PUNCT	no
mientras	Spn	no
Florencia	Spn	no
,	PUNCT	no
mamá	Spn	no
,	PUNCT	no
no	Spn	no
paraba	Spn	no
de	Spn	no
acumular	Spn	no
cosas	Spn	no
para	Spn	no
comer	Spn	no
en	Spn	no
la	Spn	no
mesa	Spn	no
.	PUNCT	no
¡	PUNCT	no
Esas	Spn	no
son	Spn	no
catas	Spn	no
!	PUNCT	no
Comenzamos	Spn	no
con	Spn	no
un	Spn	no
Obra	Spn	no
Prima	Spn	no
2012	NUM	no
,	PUNCT	no
un	Spn	no
rosado	Spn	no
de	Spn	no
Cabernet	Spn	no
Sauvignon	Spn	no
muy	Spn	no
a	Spn	no
la	Spn	no
moda	Spn	no
.	PUNCT	no
Luego	Spn	no
,	PUNCT	no
probamos	Spn	no
el	Spn	no
Finca	Spn	no
La	Spn	no
Florencia	Spn	no
,	PUNCT	no
un	Spn	no
Sauvignon	Spn	no
Blanc	Spn	no
del	Spn	no
Valle	Spn	no
de	Spn	no
Uco	Spn	no
que	Spn	no
mostraba	Spn	no
que	Spn	no
se	Spn	no
había	Spn	no
aplicado	Spn	no
la	Spn	no
técnica	Spn	no
de	Spn	no
la	Spn	no
cosecha	Spn	no
muy	Spn	no
temprana	Spn	no
.	PUNCT	no
El	Spn	no
Obra	Spn	no
Prima	Spn	no
Malbec	Spn	no
2009	NUM	no
muestra	Spn	no
el	Spn	no
esplendor	Spn	no
que	Spn	no
agrega	Spn	no
un	Spn	no
viñedo	Spn	no
de	Spn	no
103	NUM	no
años	Spn	no
.	PUNCT	no
Me	Spn	no
pareció	Spn	no
extraordinario	Spn	no
el	Spn	no
Obra	Spn	no
Prima	Spn	no
Gran	Spn	no
Reserva	Spn	no
2008	NUM	no
,	PUNCT	no
un	Spn	no
corte	Spn	no
de	Spn	no
Merlot	Spn	no
,	PUNCT	no
Malbec	Spn	no
y	Spn	no
Cabernet	Spn	no
Sauvignon	Spn	no
.	PUNCT	no
El	Spn	no
orgullo	Spn	no
de	Spn	no
Federico	Spn	no
es	Spn	no
el	Spn	no
Obra	Spn	no
Prima	Spn	no
Maximus	Spn	no
2008	NUM	no
,	PUNCT	no
que	Spn	no
resultó	Spn	no
de	Spn	no
usar	Spn	no
cepas	Spn	no
de	Spn	no
Cabernet	Spn	no
Franc	Spn	no
,	PUNCT	no
Syrah	Spn	no
y	Spn	no
Malbec	Spn	no
venidas	Spn	no
de	Spn	no
Luján	Spn	no
de	Spn	no
Cuyo	Spn	no
.	PUNCT	no
Realmente	Spn	no
,	PUNCT	no
Eduardito	Spn	no
(	PUNCT	no
ojo	Spn	no
,	PUNCT	no
no	Spn	no
confundir	Spn	no
con	Spn	no
el	Spn	no
Eduardito	Spn	no
verdadero	Spn	no
,	PUNCT	no
que	Spn	no
es	Spn	no
el	Spn	no
otro	Spn	no
hijo	Spn	no
,	PUNCT	no
cirujano	Spn	no
él	Spn	no
,	PUNCT	no
que	Spn	no
no	Spn	no
estuvo	Spn	no
en	Spn	no
esta	Spn	no
movida	Spn	no
)	PUNCT	no
tuvo	Spn	no
una	Spn	no
gran	Spn	no
idea	Spn	no
cuando	Spn	no
en	Spn	no
1998	NUM	no
resolvió	Spn	no
llevar	Spn	no
adelante	Spn	no
la	Spn	no
bodega	Spn	no
con	Spn	no
sus	Spn	no
hijos	Spn	no
,	PUNCT	no
terminando	Spn	no
con	Spn	no
la	Spn	no
tradición	Spn	no
trasladista	Spn	no
que	Spn	no
habían	Spn	no
tenido	Spn	no
durante	Spn	no
casi	Spn	no
50	NUM	no
años	Spn	no
.	PUNCT	no
Hoy	Spn	no
,	PUNCT	no
una	Spn	no
producción	Spn	no
de	Spn	no
700	NUM	no
mil	Spn	no
botellas	Spn	no
,	PUNCT	no
de	Spn	no
las	Spn	no
que	Spn	no
se	Spn	no
exportan	Spn	no
más	Spn	no
del	Spn	no
80	NUM	no
%	PUNCT	no
,	PUNCT	no
hablan	Spn	no
de	Spn	no
una	Spn	no
sabia	Spn	no
decisión	Spn	no
.	PUNCT	no
Finale	Eng-UnadaptedAng	yes
Una	Spn	no
vez	Spn	no
más	Spn	no
tengo	Spn	no
que	Spn	no
decir	Spn	no
que	Spn	no
continuaré	Spn	no
.	PUNCT	no
Es	Spn	no
que	Spn	no
no	Spn	no
quiero	Spn	no
dejar	Spn	no
de	Spn	no
contarle	Spn	no
todo	Spn	no
o	Spn	no
casi	Spn	no
todo	Spn	no
a	Spn	no
los	Spn	no
lectores	Spn	no
.	PUNCT	no
Ese	Spn	no
'	PUNCT	no
sacrificio	Spn	no
'	PUNCT	no
de	Spn	no
probar	Spn	no
un	Spn	no
promedio	Spn	no
de	Spn	no
30	NUM	no
/	PUNCT	no
40	NUM	no
vinos	Spn	no
por	Spn	no
día	Spn	no
,	PUNCT	no
merece	Spn	no
ser	Spn	no
compartido	Spn	no
.	PUNCT	no
Lo	Spn	no
que	Spn	no
quiero	Spn	no
es	Spn	no
mostrarle	Spn	no
ejemplos	Spn	no
claros	Spn	no
del	Spn	no
acierto	Spn	no
de	Spn	no
Cicerón	Spn	no
cuando	Spn	no
dijo	Spn	no
:	PUNCT	no
Ut	Spn	no
sementem	Spn	no
fecer	Spn	no
,	PUNCT	no
ita	Spn	no
metes	Spn	no
,	PUNCT	no
esto	Spn	no
es	Spn	no
,	PUNCT	no
como	Spn	no
hagas	Spn	no
la	Spn	no
siembra	Spn	no
,	PUNCT	no
así	Spn	no
recogerás	Spn	no
.	PUNCT	no
Mendoza	Spn	no
está	Spn	no
sembrando	Spn	no
bien	Spn	no
,	PUNCT	no
por	Spn	no
lo	Spn	no
que	Spn	no
su	Spn	no
cosecha	Spn	no
es	Spn	no
muy	Spn	no
buena	Spn	no
.	PUNCT	no
Miscelánea	Spn	no
enológica	Spn	no
.	PUNCT	no
Los	Spn	no
muchachos	Spn	no
de	Spn	no
Terrazas	Spn	no
de	Spn	no
los	Spn	no
Andes	Spn	no
andan	Spn	no
como	Spn	no
perros	Spn	no
con	Spn	no
dos	Spn	no
colas	Spn	no
.	PUNCT	no
En	Spn	no
el	Spn	no
último	Spn	no
AWA	Spn	no
2013	NUM	no
que	Spn	no
acaba	Spn	no
de	Spn	no
concluir	Spn	no
en	Spn	no
Mendoza	Spn	no
,	PUNCT	no
se	Spn	no
alzaron	Spn	no
con	Spn	no
tres	Spn	no
trophies	Eng-UnadaptedAng	yes
para	Spn	no
sus	Spn	no
vinos	Spn	no
.	PUNCT	no
Dos	Spn	no
correspondieron	Spn	no
a	Spn	no
sus	Spn	no
Single	Eng-NE	no
Vineyards	Eng-NE	no
Malbec	Spn	no
y	Spn	no
Cabernet	Spn	no
Sauvignon	Spn	no
.	PUNCT	no
El	Spn	no
tercero	Spn	no
fue	Spn	no
para	Spn	no
un	Spn	no
reserva	Spn	no
Cabernet	Spn	no
Sauvignon	Spn	no
.	PUNCT	no
Ramiro	Spn	no
Otaño	Spn	no
se	Spn	no
restriega	Spn	no
las	Spn	no
manos	Spn	no
pensando	Spn	no
en	Spn	no
lo	Spn	no
que	Spn	no
va	Spn	no
a	Spn	no
vender	Spn	no
.	PUNCT	no
Lo	Spn	no
que	Spn	no
queda	Spn	no
claro	Spn	no
es	Spn	no
que	Spn	no
Terrazas	Spn	no
comienza	Spn	no
a	Spn	no
cosechar	Spn	no
los	Spn	no
resultados	Spn	no
de	Spn	no
haberle	Spn	no
dado	Spn	no
un	Spn	no
nuevo	Spn	no
impulso	Spn	no
a	Spn	no
la	Spn	no
marca	Spn	no
y	Spn	no
el	Spn	no
mercado	Spn	no
,	PUNCT	no
como	Spn	no
los	Spn	no
expertos	Spn	no
,	PUNCT	no
se	Spn	no
lo	Spn	no
reconocen	Spn	no
.	PUNCT	no
Miscelánea	Spn	no
restauranteur	Spn	no
.	PUNCT	no
Francamente	Spn	no
no	Spn	no
sé	Spn	no
cuando	Spn	no
tienen	Spn	no
tiempo	Spn	no
Pablo	Spn	no
Buzzo	Spn	no
y	Spn	no
Federico	Spn	no
Fernández	Spn	no
para	Spn	no
seguir	Spn	no
proponiendo	Spn	no
nuevos	Spn	no
menúes	Spn	no
en	Spn	no
Experiencia	Spn	no
del	Spn	no
Fin	Spn	no
del	Spn	no
Mundo	Spn	no
.	PUNCT	no
Todos	Spn	no
los	Spn	no
días	Spn	no
se	Spn	no
los	Spn	no
ve	Spn	no
ampliando	Spn	no
sus	Spn	no
campos	Spn	no
de	Spn	no
acción	Spn	no
,	PUNCT	no
mirando	Spn	no
hacia	Spn	no
los	Spn	no
restaurantes	Spn	no
del	Spn	no
aeropuerto	Spn	no
de	Spn	no
Ezeiza	Spn	no
,	PUNCT	no
o	Spn	no
hacia	Spn	no
La	Spn	no
Dolfina	Spn	no
en	Spn	no
Palermo	Spn	no
.	PUNCT	no
Pero	Spn	no
no	Spn	no
descuidan	Spn	no
la	Spn	no
nave	Spn	no
insignia	Spn	no
que	Spn	no
tienen	Spn	no
a	Spn	no
cargo	Spn	no
,	PUNCT	no
y	Spn	no
el	Spn	no
nuevo	Spn	no
menú	Spn	no
mantiene	Spn	no
la	Spn	no
impronta	Spn	no
de	Spn	no
sencillez	Spn	no
y	Spn	no
ausencia	Spn	no
de	Spn	no
rebuscamiento	Spn	no
,	PUNCT	no
buenos	Spn	no
productos	Spn	no
y	Spn	no
una	Spn	no
cuidada	Spn	no
elaboración	Spn	no
en	Spn	no
la	Spn	no
cocina	Spn	no
.	PUNCT	no
Se	Spn	no
le	Spn	no
suman	Spn	no
buenos	Spn	no
precios	Spn	no
y	Spn	no
estacionamiento	Spn	no
a	Spn	no
metros	Spn	no
del	Spn	no
lugar	Spn	no
.	PUNCT	no
No	Spn	no
le	Spn	no
puedo	Spn	no
recomendar	Spn	no
platos	Spn	no
¡	PUNCT	no
porque	Spn	no
me	Spn	no
gustan	Spn	no
todos	Spn	no
!	PUNCT	no
Mejor	Spn	no
elija	Spn	no
usted	Spn	no
cuando	Spn	no
vaya	Spn	no
.	PUNCT	no
Miscelánea	Spn	no
sidrera	Spn	no
.	PUNCT	no
María	Spn	no
Inés	Spn	no
y	Spn	no
Ernesto	Spn	no
Barrera	Spn	no
,	PUNCT	no
con	Spn	no
sus	Spn	no
hijos	Spn	no
,	PUNCT	no
han	Spn	no
resuelto	Spn	no
saldar	Spn	no
esta	Spn	no
deuda	Spn	no
que	Spn	no
tiene	Spn	no
la	Spn	no
sidra	Spn	no
nacional	Spn	no
para	Spn	no
los	Spn	no
que	Spn	no
nos	Spn	no
encanta	Spn	no
consumirla	Spn	no
:	PUNCT	no
producirla	Spn	no
con	Spn	no
gran	Spn	no
calidad	Spn	no
y	Spn	no
precio	Spn	no
razonable	Spn	no
,	PUNCT	no
lo	Spn	no
que	Spn	no
no	Spn	no
quiere	Spn	no
decir	Spn	no
regalarla	Spn	no
.	PUNCT	no
Así	Spn	no
nació	Spn	no
Pulku	Spn	no
,	PUNCT	no
la	Spn	no
sidra	Spn	no
venida	Spn	no
de	Spn	no
Villa	Spn	no
Regina	Spn	no
de	Spn	no
la	Spn	no
finca	Spn	no
de	Spn	no
los	Spn	no
Barrera	Spn	no
.	PUNCT	no
La	Spn	no
hacen	Spn	no
de	Spn	no
manzanas	Spn	no
y	Spn	no
también	Spn	no
otra	Spn	no
de	Spn	no
peras	Spn	no
.	PUNCT	no
Sobre	Spn	no
todo	Spn	no
con	Spn	no
frutas	Spn	no
de	Spn	no
primera	Spn	no
calidad	Spn	no
,	PUNCT	no
no	Spn	no
con	Spn	no
los	Spn	no
descartes	Spn	no
como	Spn	no
acostumbra	Spn	no
un	Spn	no
sector	Spn	no
mediocre	Spn	no
de	Spn	no
la	Spn	no
industria	Spn	no
,	PUNCT	no
creyendo	Spn	no
que	Spn	no
el	Spn	no
consumidor	Spn	no
es	Spn	no
tonto	Spn	no
y	Spn	no
que	Spn	no
no	Spn	no
comprende	Spn	no
que	Spn	no
el	Spn	no
precio	Spn	no
demasiado	Spn	no
bajo	Spn	no
,	PUNCT	no
además	Spn	no
de	Spn	no
bastardear	Spn	no
el	Spn	no
producto	Spn	no
,	PUNCT	no
es	Spn	no
la	Spn	no
consecuencia	Spn	no
de	Spn	no
la	Spn	no
mala	Spn	no
calidad	Spn	no
.	PUNCT	no
Pulku	Spn	no
es	Spn	no
deliciosa	Spn	no
,	PUNCT	no
seca	Spn	no
y	Spn	no
con	Spn	no
una	Spn	no
práctica	Spn	no
tapa	Spn	no
corona	Spn	no
,	PUNCT	no
para	Spn	no
que	Spn	no
no	Spn	no
ande	Spn	no
matando	Spn	no
a	Spn	no
nadie	Spn	no
con	Spn	no
los	Spn	no
corchos	Spn	no
de	Spn	no
plásticos	Spn	no
que	Spn	no
obligan	Spn	no
a	Spn	no
batallar	Spn	no
largos	Spn	no
minutos	Spn	no
para	Spn	no
quitarlos	Spn	no
.	PUNCT	no
Ahora	Spn	no
falta	Spn	no
que	Spn	no
los	Spn	no
Barrera	Spn	no
y	Spn	no
los	Spn	no
buenos	Spn	no
de	Spn	no
la	Spn	no
industria	Spn	no
,	PUNCT	no
nos	Spn	no
recuerden	Spn	no
que	Spn	no
hay	Spn	no
que	Spn	no
tomar	Spn	no
sidra	Spn	no
todo	Spn	no
el	Spn	no
año	Spn	no
.	PUNCT	no
¿	PUNCT	no
Lo	Spn	no
harán	Spn	no
?	PUNCT	no
Más	Spn	no
notas	Spn	no
para	Spn	no
entender	Spn	no
este	Spn	no
temaUna	X	no
realidad	Spn	no
que	Spn	no
llega	Spn	no
a	Spn	no
las	Spn	no
empresas	Spn	no
y	Spn	no
al	Spn	no
Estado	Spn	no
'	PUNCT	no
Mejor	Spn	no
calladito	Spn	no
.	PUNCT	no
'	PUNCT	no
A	Spn	no
esa	Spn	no
conclusión	Spn	no
llegó	Spn	no
un	Spn	no
abogado	Spn	no
de	Spn	no
mediana	Spn	no
edad	Spn	no
luego	Spn	no
de	Spn	no
dar	Spn	no
una	Spn	no
opinión	Spn	no
política	Spn	no
a	Spn	no
dos	Spn	no
de	Spn	no
sus	Spn	no
jefes	Spn	no
.	PUNCT	no
'	PUNCT	no
Opiné	Spn	no
que	Spn	no
no	Spn	no
me	Spn	no
parecía	Spn	no
tan	Spn	no
mal	Spn	no
y	Spn	no
que	Spn	no
,	PUNCT	no
de	Spn	no
serlo	Spn	no
,	PUNCT	no
tampoco	Spn	no
era	Spn	no
necesario	Spn	no
usar	Spn	no
ciertas	Spn	no
palabras	Spn	no
.	PUNCT	no
Seguramente	Spn	no
se	Spn	no
sorprendieron	Spn	no
porque	Spn	no
muchas	Spn	no
veces	Spn	no
estamos	Spn	no
de	Spn	no
acuerdo	Spn	no
.	PUNCT	no
Se	Spn	no
hizo	Spn	no
un	Spn	no
silencio	Spn	no
y	Spn	no
me	Spn	no
fui	Spn	no
.	PUNCT	no
Uno	Spn	no
me	Spn	no
siguió	Spn	no
y	Spn	no
en	Spn	no
un	Spn	no
tono	Spn	no
paternalista	Spn	no
me	Spn	no
dijo	Spn	no
algo	Spn	no
así	Spn	no
como	Spn	no
:	PUNCT	no
Uy	Spn	no
.	PUNCT	no
Cómo	Spn	no
sos	Spn	no
a	Spn	no
veces	Spn	no
.	PUNCT	no
No	Spn	no
pasó	Spn	no
nada	Spn	no
malo	Spn	no
,	PUNCT	no
pero	Spn	no
viví	Spn	no
un	Spn	no
momento	Spn	no
incómodo	Spn	no
'	PUNCT	no
,	PUNCT	no
cuenta	Spn	no
.	PUNCT	no
En	Spn	no
la	Spn	no
empresa	Spn	no
,	PUNCT	no
la	Spn	no
política	Spn	no
es	Spn	no
un	Spn	no
tema	Spn	no
a	Spn	no
la	Spn	no
vez	Spn	no
candente	Spn	no
,	PUNCT	no
pero	Spn	no
tabú	Spn	no
.	PUNCT	no
Para	Spn	no
los	Spn	no
empresarios	Spn	no
locales	Spn	no
,	PUNCT	no
el	Spn	no
devenir	Spn	no
político	Spn	no
a	Spn	no
nivel	Spn	no
nacional	Spn	no
es	Spn	no
prioritario	Spn	no
.	PUNCT	no
El	Spn	no
70	NUM	no
%	PUNCT	no
se	Spn	no
preocupa	Spn	no
por	Spn	no
ello	Spn	no
,	PUNCT	no
según	Spn	no
una	Spn	no
encuesta	Spn	no
de	Spn	no
BDO	Spn	no
Argentina	Spn	no
.	PUNCT	no
Aún	Spn	no
así	Spn	no
,	PUNCT	no
ninguna	Spn	no
compañía	Spn	no
consultada	Spn	no
por	Spn	no
LA	Spn	no
NACION	Spn	no
quiso	Spn	no
dar	Spn	no
su	Spn	no
opinión	Spn	no
sobre	Spn	no
el	Spn	no
tema	Spn	no
.	PUNCT	no
'	PUNCT	no
Es	Spn	no
muy	Spn	no
árido	Spn	no
'	PUNCT	no
,	PUNCT	no
argumentaron	Spn	no
algunos	Spn	no
voceros	Spn	no
.	PUNCT	no
En	Spn	no
